date, pm25, pm10
6/15/2023, ,38
6/16/2023, ,38
6/17/2023, ,30
8/21/2021, ,24
8/22/2021, ,20
8/23/2021, ,24
6/22/2021, ,21
6/23/2021, ,23
10/4/2020, ,23
10/5/2020, ,27
10/6/2020, ,30
10/7/2020, ,36
7/26/2020, ,17
7/27/2020, ,14
3/11/2020, ,60
3/12/2020, ,52
3/13/2020, ,24
3/14/2020, ,72
3/15/2020, ,53
12/20/2019, ,91
12/21/2019, ,84
12/22/2019, ,78
12/23/2019, ,74
12/24/2019, ,91
10/19/2018, ,77
10/20/2018, ,75
10/21/2018, ,91
10/22/2018, ,103
